Admin2,Province_State,Lat,Long_,Deaths,Combined_Key
Cassia,Idaho,42.28348,-113.6012409,1,"Cassia, Idaho, US"
Castro,Texas,34.53017,-102.2617243,1,"Castro, Texas, US"
Caswell,North Carolina,36.39313,-79.33353281,0,"Caswell, North Carolina, US"
Catahoula,Louisiana,31.66779,-91.84526385,1,"Catahoula, Louisiana, US"
Catawba,North Carolina,35.66211,-81.2132617,1,"Catawba, North Carolina, US"
Catoosa,Georgia,34.89872,-85.13757014,0,"Catoosa, Georgia, US"
Catron,New Mexico,33.91514,-108.4046587,0,"Catron, New Mexico, US"
Cattaraugus,New York,42.24778,-78.67923096,0,"Cattaraugus, New York, US"
Cayuga,New York,42.91262,-76.55731592,1,"Cayuga, New York, US"
Cecil,Maryland,39.56648,-75.94627411,1,"Cecil, Maryland, US"
Cedar,Iowa,41.77234,-91.13246684,0,"Cedar, Iowa, US"
Cedar,Missouri,37.72391,-93.85445441,0,"Cedar, Missouri, US"
Centre,Pennsylvania,40.92059,-77.82200624,0,"Centre, Pennsylvania, US"
Cerro Gordo,Iowa,43.08178,-93.2612239,0,"Cerro Gordo, Iowa, US"
Chaffee,Colorado,38.74746,-106.1926573,2,"Chaffee, Colorado, US"
Chambers,Alabama,32.9136,-85.39072749,8,"Chambers, Alabama, US"
Chambers,Texas,29.70972,-94.67154501,0,"Chambers, Texas, US"
Champaign,Illinois,40.13919,-88.20046615,2,"Champaign, Illinois, US"
Champaign,Ohio,40.13923,-83.76875242,0,"Champaign, Ohio, US"
Chariton,Missouri,39.51499,-92.9629191,0,"Chariton, Missouri, US"
Charles,Maryland,38.51092,-76.98580666,4,"Charles, Maryland, US"
Charles City,Virginia,37.35358,-77.05634116,0,"Charles City, Virginia, US"
Charles Mix,South Dakota,43.2066,-98.58856175,0,"Charles Mix, South Dakota, US"
Charleston,South Carolina,32.82488,-79.96512315,1,"Charleston, South Carolina, US"
Charlevoix,Michigan,45.3779,-85.19614053,0,"Charlevoix, Michigan, US"
Charlotte,Florida,26.90131,-81.92949121,4,"Charlotte, Florida, US"
Charlotte,Virginia,37.0191,-78.66314092,0,"Charlotte, Virginia, US"
Charlottesville,Virginia,38.03528,-78.48569588,1,"Charlottesville, Virginia, US"
Charlton,Georgia,30.78371,-82.13951596,0,"Charlton, Georgia, US"
Chatham,Georgia,32.00043,-81.12489526,5,"Chatham, Georgia, US"
Chatham,North Carolina,35.70394,-79.25541492,0,"Chatham, North Carolina, US"
Chattahoochee,Georgia,32.34341,-84.78809239,0,"Chattahoochee, Georgia, US"
Chattooga,Georgia,34.47198,-85.34535662,1,"Chattooga, Georgia, US"
Chautauqua,Kansas,37.14994,-96.2454192,0,"Chautauqua, Kansas, US"
Chautauqua,New York,42.22769,-79.36691763,2,"Chautauqua, New York, US"
Chaves,New Mexico,33.36406,-104.4665365,0,"Chaves, New Mexico, US"
Cheatham,Tennessee,36.26136,-87.08903581,0,"Cheatham, Tennessee, US"
Cheboygan,Michigan,45.44787,-84.50122149,1,"Cheboygan, Michigan, US"
Chelan,Washington,47.87046,-120.6173956,3,"Chelan, Washington, US"
Chemung,New York,42.13891,-76.7638805,1,"Chemung, New York, US"
Chenango,New York,42.4943,-75.60887553,0,"Chenango, New York, US"
Cherokee,Alabama,34.17806,-85.60638968,0,"Cherokee, Alabama, US"
Cherokee,Georgia,34.24394,-84.47431861,7,"Cherokee, Georgia, US"
Cherokee,Kansas,37.16928,-94.8462897,0,"Cherokee, Kansas, US"
Cherokee,North Carolina,35.13493,-84.05970864,1,"Cherokee, North Carolina, US"
Cherokee,Oklahoma,35.90693,-94.99980896,1,"Cherokee, Oklahoma, US"
Cherokee,South Carolina,35.05122,-81.61828622,0,"Cherokee, South Carolina, US"
Cherokee,Texas,31.83726,-95.16559897,0,"Cherokee, Texas, US"
Cherry,Nebraska,42.54503,-101.1244332,0,"Cherry, Nebraska, US"
Chesapeake,Virginia,36.6767,-76.30545744,0,"Chesapeake, Virginia, US"
Cheshire,New Hampshire,42.92016,-72.25311043,0,"Cheshire, New Hampshire, US"
Chester,Pennsylvania,39.97292,-75.74768357,9,"Chester, Pennsylvania, US"
Chester,South Carolina,34.69249,-81.1583216,0,"Chester, South Carolina, US"
Chester,Tennessee,35.42527,-88.6095842,0,"Chester, Tennessee, US"
Chesterfield,South Carolina,34.64137,-80.1564014,0,"Chesterfield, South Carolina, US"
Chesterfield,Virginia,37.37373,-77.5868014,0,"Chesterfield, Virginia, US"
Cheyenne,Nebraska,41.21999,-102.9941693,0,"Cheyenne, Nebraska, US"
Chickasaw,Iowa,43.06001,-92.31773347,0,"Chickasaw, Iowa, US"
Chickasaw,Mississippi,33.91983,-88.9481545,2,"Chickasaw, Mississippi, US"
Chicot,Arkansas,33.26459,-91.29539209,0,"Chicot, Arkansas, US"
Chilton,Alabama,32.85044,-86.7173256,0,"Chilton, Alabama, US"
Chippewa,Michigan,46.29553,-84.54353449,1,"Chippewa, Michigan, US"
Chippewa,Wisconsin,45.0694,-91.28068855,0,"Chippewa, Wisconsin, US"
Chisago,Minnesota,45.5021,-92.90861945,1,"Chisago, Minnesota, US"
Chittenden,Vermont,44.46323,-73.08359212,15,"Chittenden, Vermont, US"
Choctaw,Alabama,32.02227,-88.2656443,0,"Choctaw, Alabama, US"
Choctaw,Mississippi,33.34598,-89.24809382,1,"Choctaw, Mississippi, US"
Choctaw,Oklahoma,34.02807,-95.54771129,0,"Choctaw, Oklahoma, US"
Chowan,North Carolina,36.12908,-76.60118385,0,"Chowan, North Carolina, US"
Christian,Illinois,39.54582,-89.27780482,3,"Christian, Illinois, US"
Christian,Kentucky,36.89268,-87.49055367,3,"Christian, Kentucky, US"
Christian,Missouri,36.97118,-93.18537118,0,"Christian, Missouri, US"
Cibola,New Mexico,34.91132,-107.998876,0,"Cibola, New Mexico, US"
Citrus,Florida,28.84804,-82.47614748,6,"Citrus, Florida, US"
Clackamas,Oregon,45.18787,-122.2179634,3,"Clackamas, Oregon, US"
Claiborne,Louisiana,32.82309,-92.99526883,2,"Claiborne, Louisiana, US"
Claiborne,Mississippi,31.97062,-90.90702196,0,"Claiborne, Mississippi, US"
Claiborne,Tennessee,36.48319,-83.65947309,0,"Claiborne, Tennessee, US"
Clallam,Washington,48.04755,-123.9226319,0,"Clallam, Washington, US"
Clare,Michigan,43.98794,-84.8481986,1,"Clare, Michigan, US"
Clarendon,South Carolina,33.66611,-80.21647898,3,"Clarendon, South Carolina, US"
Clarion,Pennsylvania,41.19266,-79.42413524,0,"Clarion, Pennsylvania, US"
Clark,Arkansas,34.04613,-93.17484713,0,"Clark, Arkansas, US"
Clark,Illinois,39.33426,-87.78705622,0,"Clark, Illinois, US"
Clark,Indiana,38.48015,-85.70510334,8,"Clark, Indiana, US"
Clark,Kentucky,37.96893,-84.14615986,0,"Clark, Kentucky, US"
Clark,Missouri,40.41041,-91.73661677,0,"Clark, Missouri, US"
Clark,Nevada,36.21459,-115.0130241,75,"Clark, Nevada, US"
Clark,Ohio,39.91592,-83.78498252,0,"Clark, Ohio, US"
Clark,South Dakota,44.85835,-97.72925109,0,"Clark, South Dakota, US"
Clark,Washington,45.77568,-122.4829204,14,"Clark, Washington, US"
Clark,Wisconsin,44.73483,-90.61207486,0,"Clark, Wisconsin, US"
Clarke,Alabama,31.681,-87.83548597,0,"Clarke, Alabama, US"
Clarke,Georgia,33.95436,-83.37124007,10,"Clarke, Georgia, US"
Clarke,Iowa,41.02868,-93.78499767,0,"Clarke, Iowa, US"
Clarke,Mississippi,32.04159,-88.6889622,1,"Clarke, Mississippi, US"
Clarke,Virginia,39.11272,-77.99199425,0,"Clarke, Virginia, US"
Clatsop,Oregon,45.99713,-123.660711,0,"Clatsop, Oregon, US"
Clay,Alabama,33.26984,-85.85836077,0,"Clay, Alabama, US"
Clay,Arkansas,36.36826,-90.4148172,0,"Clay, Arkansas, US"
Clay,Florida,29.98319,-81.85609986,7,"Clay, Florida, US"
Clay,Georgia,31.62221,-84.97713865,1,"Clay, Georgia, US"
Clay,Indiana,39.39562,-87.11723506,0,"Clay, Indiana, US"
Clay,Iowa,43.08247,-95.15096481,0,"Clay, Iowa, US"
Clay,Kansas,39.34949,-97.16518128,0,"Clay, Kansas, US"
Clay,Minnesota,46.8929,-96.48761922,0,"Clay, Minnesota, US"
Clay,Mississippi,33.65358,-88.77784255,0,"Clay, Mississippi, US"
Clay,Missouri,39.31132,-94.41850862,1,"Clay, Missouri, US"
Clay,North Carolina,35.05704,-83.74353633,0,"Clay, North Carolina, US"
Clay,South Dakota,42.91296,-96.97656917,0,"Clay, South Dakota, US"
Clay,Tennessee,36.55151,-85.53930419,0,"Clay, Tennessee, US"
Clay,Texas,33.78687,-98.20771198,0,"Clay, Texas, US"
Clayton,Georgia,33.54187,-84.35594188,11,"Clayton, Georgia, US"
Clayton,Iowa,42.84443,-91.34133693,0,"Clayton, Iowa, US"
Clear Creek,Colorado,39.68864,-105.6463118,0,"Clear Creek, Colorado, US"
Clearfield,Pennsylvania,41.00111,-78.47592663,0,"Clearfield, Pennsylvania, US"
Clearwater,Minnesota,47.57992,-95.37790562,0,"Clearwater, Minnesota, US"
Cleburne,Alabama,33.67679,-85.52005899,0,"Cleburne, Alabama, US"
Cleburne,Arkansas,35.53865,-92.02640019,4,"Cleburne, Arkansas, US"
Clermont,Ohio,39.04848,-84.15375786,1,"Clermont, Ohio, US"
Cleveland,Arkansas,33.89723,-92.18537045,0,"Cleveland, Arkansas, US"
Cleveland,North Carolina,35.33553,-81.55204486,0,"Cleveland, North Carolina, US"
Cleveland,Oklahoma,35.20414,-97.32519562,14,"Cleveland, Oklahoma, US"
Clinch,Georgia,30.91396,-82.70432472,0,"Clinch, Georgia, US"
Clinton,Illinois,38.60705,-89.42385254,0,"Clinton, Illinois, US"
Clinton,Indiana,40.3032,-86.47277257,1,"Clinton, Indiana, US"
Clinton,Iowa,41.89982,-90.53275096,0,"Clinton, Iowa, US"
Clinton,Kentucky,36.72581,-85.13377529,0,"Clinton, Kentucky, US"
Clinton,Michigan,42.94401,-84.60145248,3,"Clinton, Michigan, US"
Clinton,Missouri,39.60131,-94.40465394,0,"Clinton, Missouri, US"
Clinton,New York,44.74531,-73.67875352,0,"Clinton, New York, US"
Clinton,Ohio,39.41486,-83.80852286,1,"Clinton, Ohio, US"
Clinton,Pennsylvania,41.23256,-77.63785995,0,"Clinton, Pennsylvania, US"
Cloud,Kansas,39.48028,-97.64925343,0,"Cloud, Kansas, US"
Coahoma,Mississippi,34.22772,-90.60415045,1,"Coahoma, Mississippi, US"
Cobb,Georgia,33.94243,-84.5761255,33,"Cobb, Georgia, US"
Cochise,Arizona,31.87935,-109.7516088,0,"Cochise, Arizona, US"
Cocke,Tennessee,35.92789,-83.11828725,0,"Cocke, Tennessee, US"
Coconino,Arizona,35.83883,-111.7707178,15,"Coconino, Arizona, US"
Codington,South Dakota,44.97788,-97.18827677,0,"Codington, South Dakota, US"
Coffee,Alabama,31.39933,-85.98901039,0,"Coffee, Alabama, US"
Coffee,Georgia,31.54893,-82.8549206,2,"Coffee, Georgia, US"
Coffee,Tennessee,35.49091,-86.07311784,0,"Coffee, Tennessee, US"
Coffey,Kansas,38.2365,-95.73379515,1,"Coffey, Kansas, US"
Colbert,Alabama,34.69847,-87.80168544,1,"Colbert, Alabama, US"
Cole,Missouri,38.50456,-92.27860244,1,"Cole, Missouri, US"
Coles,Illinois,39.51949,-88.22358557,0,"Coles, Illinois, US"
Colfax,Nebraska,41.57487,-97.0868542,0,"Colfax, Nebraska, US"
Colfax,New Mexico,36.6057,-104.6472674,0,"Colfax, New Mexico, US"
Colleton,South Carolina,32.87583,-80.67641292,0,"Colleton, South Carolina, US"
Collier,Florida,26.11092,-81.34687065,3,"Collier, Florida, US"
Collin,Texas,33.1882,-96.57264368,6,"Collin, Texas, US"
Colonial Heights,Virginia,37.26421,-77.39609676,0,"Colonial Heights, Virginia, US"
Colorado,Texas,29.6221,-96.5273805,0,"Colorado, Texas, US"
Colquitt,Georgia,31.18811,-83.7677946,5,"Colquitt, Georgia, US"
Columbia,Arkansas,33.21231,-93.22642793,0,"Columbia, Arkansas, US"
Columbia,Florida,30.2251,-82.62160164,0,"Columbia, Florida, US"
Columbia,Georgia,33.54534,-82.263524,0,"Columbia, Georgia, US"
Columbia,New York,42.24819,-73.63089095,5,"Columbia, New York, US"
Columbia,Oregon,45.94464,-123.0890898,0,"Columbia, Oregon, US"
Columbia,Pennsylvania,41.04822,-76.40565017,2,"Columbia, Pennsylvania, US"
Columbia,Washington,46.29443,-117.9051983,0,"Columbia, Washington, US"
Columbia,Wisconsin,43.46492,-89.33589004,1,"Columbia, Wisconsin, US"
Columbiana,Ohio,40.76932,-80.78094576,6,"Columbiana, Ohio, US"
Columbus,North Carolina,34.26744,-78.65801424,1,"Columbus, North Carolina, US"
Colusa,California,39.17882,-122.2331726,0,"Colusa, California, US"
Comal,Texas,29.80811,-98.27647225,4,"Comal, Texas, US"
Comanche,Oklahoma,34.65974,-98.47195055,0,"Comanche, Oklahoma, US"
Comanche,Texas,31.94855,-98.55876441,0,"Comanche, Texas, US"
Concho,Texas,31.32636,-99.86473038,0,"Concho, Texas, US"
Concordia,Louisiana,31.44818,-91.63814433,1,"Concordia, Louisiana, US"
Conecuh,Alabama,31.43402,-86.99320044,0,"Conecuh, Alabama, US"
Contra Costa,California,37.91923,-121.9289527,9,"Contra Costa, California, US"
Converse,Wyoming,42.97272,-105.5081848,0,"Converse, Wyoming, US"
Conway,Arkansas,35.26206,-92.70506566,1,"Conway, Arkansas, US"
Cook,Georgia,31.16068,-83.42947229,0,"Cook, Georgia, US"
Cook,Illinois,41.84145,-87.81658794,399,"Cook, Illinois, US"
Cooke,Texas,33.6398,-97.21240912,0,"Cooke, Texas, US"
Cooper,Missouri,38.84448,-92.80896081,0,"Cooper, Missouri, US"
Coos,New Hampshire,44.69063,-71.30633239,0,"Coos, New Hampshire, US"
Coosa,Alabama,32.9369,-86.24847739,0,"Coosa, Alabama, US"
Copiah,Mississippi,31.86978,-90.44565118,0,"Copiah, Mississippi, US"
Corson,South Dakota,45.7089,-101.1970473,0,"Corson, South Dakota, US"
Cortland,New York,42.59509,-76.07048931,0,"Cortland, New York, US"
Coryell,Texas,31.39078,-97.79936155,0,"Coryell, Texas, US"
Coshocton,Ohio,40.30096,-81.91729018,0,"Coshocton, Ohio, US"
Costilla,Colorado,37.27732,-105.4276548,0,"Costilla, Colorado, US"
Cotton,Oklahoma,34.28846,-98.37053567,0,"Cotton, Oklahoma, US"
Cottonwood,Minnesota,44.00715,-95.18138802,0,"Cottonwood, Minnesota, US"
Covington,Alabama,31.24779,-86.45050893,0,"Covington, Alabama, US"
Covington,Mississippi,31.63225,-89.55389939,0,"Covington, Mississippi, US"
Covington,Virginia,37.78247,-79.98631446,0,"Covington, Virginia, US"
Coweta,Georgia,33.35334,-84.76129976,2,"Coweta, Georgia, US"
Cowley,Kansas,37.23782,-96.83776647,0,"Cowley, Kansas, US"
Cowlitz,Washington,46.19075,-122.6782231,0,"Cowlitz, Washington, US"
Craig,Oklahoma,36.76268,-95.20916602,0,"Craig, Oklahoma, US"
Craig,Virginia,37.48134,-80.21072274,0,"Craig, Virginia, US"
Craighead,Arkansas,35.83018,-90.63235729,0,"Craighead, Arkansas, US"
Crane,Texas,31.43052,-102.5143314,0,"Crane, Texas, US"
Craven,North Carolina,35.11833,-77.08398081,1,"Craven, North Carolina, US"
Crawford,Arkansas,35.58929,-94.2446814,0,"Crawford, Arkansas, US"
Crawford,Georgia,32.71392,-83.98061238,0,"Crawford, Georgia, US"
Crawford,Illinois,39.00322,-87.75954624,0,"Crawford, Illinois, US"
Crawford,Indiana,38.28814,-86.44518825,0,"Crawford, Indiana, US"
Crawford,Iowa,42.03718,-95.3819718,0,"Crawford, Iowa, US"
Crawford,Kansas,37.50676,-94.85245778,1,"Crawford, Kansas, US"
Crawford,Michigan,44.68256,-84.61006219,1,"Crawford, Michigan, US"
Crawford,Missouri,37.97664,-91.30528104,0,"Crawford, Missouri, US"
Crawford,Ohio,40.85065,-82.91989099,0,"Crawford, Ohio, US"
Crawford,Pennsylvania,41.68448,-80.10760592,0,"Crawford, Pennsylvania, US"
Crawford,Wisconsin,43.2387,-90.93073686,0,"Crawford, Wisconsin, US"
Creek,Oklahoma,35.90231,-96.37086028,3,"Creek, Oklahoma, US"
Crenshaw,Alabama,31.72942,-86.31593104,0,"Crenshaw, Alabama, US"
Crisp,Georgia,31.9229,-83.76811843,0,"Crisp, Georgia, US"
Crittenden,Arkansas,35.21247,-90.30839406,2,"Crittenden, Arkansas, US"
Crittenden,Kentucky,37.35839,-88.0882609,0,"Crittenden, Kentucky, US"
Crockett,Tennessee,35.81831,-89.14916269,0,"Crockett, Tennessee, US"
Crook,Oregon,44.1423,-120.356297,0,"Crook, Oregon, US"
Crook,Wyoming,44.58855,-104.5697705,0,"Crook, Wyoming, US"
Crosby,Texas,33.61432,-101.3000364,0,"Crosby, Texas, US"
Cross,Arkansas,35.29631,-90.77185818,0,"Cross, Arkansas, US"
Crow Wing,Minnesota,46.48097,-94.06755609,0,"Crow Wing, Minnesota, US"
Crowley,Colorado,38.32609,-103.7844965,1,"Crowley, Colorado, US"
Cullman,Alabama,34.1302,-86.86888037,1,"Cullman, Alabama, US"
Culpeper,Virginia,38.482,-77.9563087,0,"Culpeper, Virginia, US"
Cumberland,Illinois,39.27432,-88.2401158,0,"Cumberland, Illinois, US"
Cumberland,Kentucky,36.78926,-85.39050034,0,"Cumberland, Kentucky, US"
Cumberland,Maine,43.83708,-70.37226999,11,"Cumberland, Maine, US"
Cumberland,New Jersey,39.37199,-75.10712559,3,"Cumberland, New Jersey, US"
Cumberland,North Carolina,35.04762,-78.82623165,1,"Cumberland, North Carolina, US"
Cumberland,Pennsylvania,40.16254,-77.26130755,2,"Cumberland, Pennsylvania, US"
Cumberland,Tennessee,35.95272,-84.99840585,0,"Cumberland, Tennessee, US"
Cumberland,Virginia,37.51329,-78.24398086,0,"Cumberland, Virginia, US"
Cuming,Nebraska,41.91638,-96.78730772,0,"Cuming, Nebraska, US"
Currituck,North Carolina,36.36124,-75.95876401,0,"Currituck, North Carolina, US"
Curry,New Mexico,34.57421,-103.3468876,0,"Curry, New Mexico, US"
Curry,Oregon,42.45911,-124.157282,0,"Curry, Oregon, US"
Custer,Colorado,38.10883,-105.3683478,0,"Custer, Colorado, US"
Custer,Idaho,44.24187,-114.2855494,0,"Custer, Idaho, US"
Custer,Nebraska,41.39375,-99.72805369,0,"Custer, Nebraska, US"
Custer,Oklahoma,35.63854,-99.00170785,0,"Custer, Oklahoma, US"
Cuyahoga,Ohio,41.42412,-81.65918339,23,"Cuyahoga, Ohio, US"
Dade,Georgia,34.85492,-85.50490424,1,"Dade, Georgia, US"
Dakota,Minnesota,44.67173,-93.06299363,4,"Dakota, Minnesota, US"
Dale,Alabama,31.43037,-85.61095742,0,"Dale, Alabama, US"
Dallam,Texas,36.27787,-102.6020725,0,"Dallam, Texas, US"
Dallas,Alabama,32.32688,-87.1086671,0,"Dallas, Alabama, US"
Dallas,Arkansas,33.97043,-92.65167437,0,"Dallas, Arkansas, US"
Dallas,Iowa,41.6856,-94.04127625,0,"Dallas, Iowa, US"
Dallas,Missouri,37.68114,-93.02127031,0,"Dallas, Missouri, US"
Dallas,Texas,32.76671,-96.7779605,25,"Dallas, Texas, US"
Dane,Wisconsin,43.06602,-89.41733797,12,"Dane, Wisconsin, US"
Danville,Virginia,36.58022,-79.40395668,0,"Danville, Virginia, US"
Dare,North Carolina,35.66521,-75.71767334,1,"Dare, North Carolina, US"
Darke,Ohio,40.13413,-84.6194517,7,"Darke, Ohio, US"
Darlington,South Carolina,34.33358,-79.96027485,0,"Darlington, South Carolina, US"
Dauphin,Pennsylvania,40.41377,-76.77993242,2,"Dauphin, Pennsylvania, US"
Davidson,North Carolina,35.79115,-80.21256572,2,"Davidson, North Carolina, US"
Davidson,Tennessee,36.17007,-86.78646056,13,"Davidson, Tennessee, US"
Davie,North Carolina,35.931,-80.54496571,2,"Davie, North Carolina, US"
Daviess,Indiana,38.70186,-87.07185406,1,"Daviess, Indiana, US"
Daviess,Kentucky,37.73029,-87.0901948,2,"Daviess, Kentucky, US"
Davis,Utah,40.99002,-112.1139997,2,"Davis, Utah, US"
Davison,South Dakota,43.67491,-98.14458906,0,"Davison, South Dakota, US"
Dawson,Georgia,34.44244,-84.16964071,1,"Dawson, Georgia, US"
Dawson,Nebraska,40.87028,-99.8201461,0,"Dawson, Nebraska, US"
Dawson,Texas,32.74256,-101.9477242,1,"Dawson, Texas, US"
De Soto,Louisiana,32.05457,-93.74130302,7,"De Soto, Louisiana, US"
De Witt,Illinois,40.17515,-88.90959682,0,"De Witt,Illinois,US"
DeKalb,Alabama,34.45947,-85.80782906,0,"DeKalb, Alabama, US"
DeKalb,Georgia,33.76944,-84.22396017,13,"DeKalb, Georgia, US"
DeKalb,Illinois,41.89373,-88.76958483,1,"DeKalb, Illinois, US"
DeKalb,Indiana,41.39805,-84.99906934,0,"DeKalb,Indiana,US"
DeKalb,Missouri,39.89201,-94.40476508,0,"DeKalb, Missouri, US"
DeKalb,Tennessee,35.97616,-85.83689361,0,"DeKalb,Tennessee,US"
DeSoto,Florida,27.18678,-81.80941373,3,"DeSoto, Florida, US"
DeSoto,Mississippi,34.87625,-89.99091418,1,"DeSoto, Mississippi, US"
DeWitt,Texas,29.08102,-97.3568117,0,"DeWitt, Texas, US"
Deaf Smith,Texas,34.96523,-102.6054267,0,"Deaf Smith, Texas, US"
Dearborn,Indiana,39.14648,-84.97333539,3,"Dearborn, Indiana, US"
Decatur,Georgia,30.87968,-84.57619536,0,"Decatur, Georgia, US"
Decatur,Indiana,39.30713,-85.50087166,8,"Decatur, Indiana, US"
Decatur,Tennessee,35.60049,-88.11043779,0,"Decatur, Tennessee, US"
Deer Lodge,Montana,46.05953,-113.073353,0,"Deer Lodge, Montana, US"
Defiance,Ohio,41.32399,-84.49076944,0,"Defiance, Ohio, US"
Del Norte,California,41.74228,-123.8974063,0,"Del Norte, California, US"
Delaware,Indiana,40.22787,-85.39732772,1,"Delaware, Indiana, US"
Delaware,Iowa,42.47105,-91.3664492,0,"Delaware, Iowa, US"
Delaware,New York,42.19838,-74.96709306,2,"Delaware, New York, US"
Delaware,Ohio,40.27942,-83.00457058,2,"Delaware, Ohio, US"
Delaware,Oklahoma,36.40824,-94.80325046,0,"Delaware, Oklahoma, US"
Delaware,Pennsylvania,39.9168,-75.40243663,30,"Delaware, Pennsylvania, US"
Delta,Colorado,38.86246,-107.8631342,1,"Delta, Colorado, US"
Delta,Michigan,45.90485,-86.9080745,1,"Delta, Michigan, US"
Delta,Texas,33.38571,-95.66921122,0,"Delta, Texas, US"
Denton,Texas,33.20522,-97.11691153,9,"Denton, Texas, US"
Denver,Colorado,39.76018,-104.8725695,33,"Denver, Colorado, US"
Des Moines,Iowa,40.92013,-91.18326592,0,"Des Moines, Iowa, US"
Deschutes,Oregon,43.9157,-121.2289121,0,"Deschutes, Oregon, US"
Desha,Arkansas,33.83011,-91.25500948,0,"Desha, Arkansas, US"
Deuel,South Dakota,44.75994,-96.66943645,0,"Deuel, South Dakota, US"
Dewey,Oklahoma,35.98773,-99.00730714,0,"Dewey, Oklahoma, US"
Dickens,Texas,33.61617,-100.7788855,0,"Dickens, Texas, US"
Dickenson,Virginia,37.12561,-82.35124171,0,"Dickenson, Virginia, US"
Dickinson,Iowa,43.37788,-95.1510206,0,"Dickinson, Iowa, US"
Dickinson,Michigan,46.01,-87.86961634,1,"Dickinson, Michigan, US"
Dickson,Tennessee,36.1467,-87.35891709,0,"Dickson, Tennessee, US"
Dillon,South Carolina,34.39008,-79.37741872,0,"Dillon, South Carolina, US"
Dinwiddie,Virginia,37.07545,-77.63451754,0,"Dinwiddie, Virginia, US"
District of Columbia,District of Columbia,38.90418,-77.01655992,38,"District of Columbia,District of Columbia,US"
Divide,North Dakota,48.81494,-103.4873611,0,"Divide, North Dakota, US"
Dixie,Florida,29.60631,-83.15724673,0,"Dixie, Florida, US"
Dodge,Georgia,32.17265,-83.16948926,0,"Dodge, Georgia, US"
Dodge,Minnesota,44.02238,-92.86244324,0,"Dodge, Minnesota, US"
Dodge,Nebraska,41.58072,-96.65598179,0,"Dodge, Nebraska, US"
Dodge,Wisconsin,43.41577,-88.70928178,0,"Dodge, Wisconsin, US"
Dona Ana,New Mexico,32.35276,-106.8329387,0,"Dona Ana,New Mexico,US"
Doniphan,Kansas,39.79067,-95.14056866,0,"Doniphan, Kansas, US"
Donley,Texas,34.96517,-100.8140093,0,"Donley, Texas, US"
Dooly,Georgia,32.15631,-83.79746561,1,"Dooly, Georgia, US"
Door,Wisconsin,44.95856,-87.30002707,0,"Door, Wisconsin, US"
Dorchester,Maryland,38.45414,-76.02752426,0,"Dorchester, Maryland, US"
Dorchester,South Carolina,33.07944,-80.40502652,0,"Dorchester, South Carolina, US"
Dougherty,Georgia,31.53329,-84.21722377,67,"Dougherty, Georgia, US"
Douglas,Colorado,39.33134,-104.930001,8,"Douglas, Colorado, US"
Douglas,Georgia,33.70291,-84.77026156,5,"Douglas, Georgia, US"
Douglas,Illinois,39.76768,-88.21854195,0,"Douglas, Illinois, US"
Douglas,Kansas,38.88504,-95.2925121,0,"Douglas, Kansas, US"
Douglas,Minnesota,45.93348,-95.45335469,0,"Douglas, Minnesota, US"
Douglas,Nebraska,41.29518,-96.15085305,5,"Douglas, Nebraska, US"
Douglas,Nevada,38.91286,-119.6171333,0,"Douglas, Nevada, US"
Douglas,Oregon,43.27941,-123.167291,0,"Douglas, Oregon, US"
Douglas,Washington,47.73613,-119.692937,0,"Douglas, Washington, US"
Douglas,Wisconsin,46.43222,-91.91595768,0,"Douglas, Wisconsin, US"
Drew,Arkansas,33.59035,-91.71777921,0,"Drew, Arkansas, US"
DuPage,Illinois,41.85117,-88.08642662,41,"DuPage, Illinois, US"
Dubois,Indiana,38.36598,-86.8792417,0,"Dubois, Indiana, US"
Dubuque,Iowa,42.46815,-90.88181925,1,"Dubuque, Iowa, US"
Duchesne,Utah,40.29772,-110.425237,0,"Duchesne, Utah, US"
Dukes and Nantucket,Massachusetts,41.40675,-70.68763497,1,"Dukes and Nantucket,Massachusetts,US"
Dunklin,Missouri,36.27167,-90.09122243,0,"Dunklin, Missouri, US"
Dunn,North Dakota,47.35424,-102.6160468,0,"Dunn, North Dakota, US"
Dunn,Wisconsin,44.94563,-91.8962481,0,"Dunn, Wisconsin, US"
Duplin,North Carolina,34.9345,-77.93140529,0,"Duplin, North Carolina, US"
Durham,North Carolina,36.03638,-78.87608331,1,"Durham, North Carolina, US"
Dutchess,New York,41.76486,-73.74356679,10,"Dutchess, New York, US"
Duval,Florida,30.33226,-81.66976468,11,"Duval, Florida, US"
Dyer,Tennessee,36.05932,-89.41542855,0,"Dyer, Tennessee, US"
Eagle,Colorado,39.62754,-106.6933637,5,"Eagle, Colorado, US"
Early,Georgia,31.32155,-84.90255207,5,"Early, Georgia, US"
East Baton Rouge,Louisiana,30.53842,-91.09777565,39,"East Baton Rouge, Louisiana, US"
East Carroll,Louisiana,32.73927,-91.23425694,0,"East Carroll, Louisiana, US"
East Feliciana,Louisiana,30.84425,-91.04976723,2,"East Feliciana, Louisiana, US"
Eastland,Texas,32.32744,-98.83243566,0,"Eastland, Texas, US"
Eaton,Michigan,42.59599,-84.83740035,4,"Eaton, Michigan, US"
Eau Claire,Wisconsin,44.72661,-91.28609183,0,"Eau Claire, Wisconsin, US"
Echols,Georgia,30.71101,-82.89687287,0,"Echols, Georgia, US"
Ector,Texas,31.86899,-102.5429428,1,"Ector, Texas, US"
