FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key
36025,Delaware,New York,US,4/10/2020 22:54,42.19838,-74.96709306,39,2,0,0,"Delaware, New York, US"
39041,Delaware,Ohio,US,4/10/2020 22:54,40.27942,-83.00457058,88,2,0,0,"Delaware, Ohio, US"
40041,Delaware,Oklahoma,US,4/10/2020 22:54,36.40824,-94.80325046,23,0,0,0,"Delaware, Oklahoma, US"
42045,Delaware,Pennsylvania,US,4/10/2020 22:54,39.91680,-75.40243663,1377,30,0,0,"Delaware, Pennsylvania, US"
8029,Delta,Colorado,US,4/10/2020 22:54,38.86246,-107.8631342,6,1,0,0,"Delta, Colorado, US"
26041,Delta,Michigan,US,4/10/2020 22:54,45.90485,-86.9080745,9,1,0,0,"Delta, Michigan, US"
48119,Delta,Texas,US,4/10/2020 22:54,33.38571,-95.66921122,1,0,0,0,"Delta, Texas, US"
48121,Denton,Texas,US,4/10/2020 22:54,33.20522,-97.11691153,426,9,0,0,"Denton, Texas, US"
8031,Denver,Colorado,US,4/10/2020 22:54,39.76018,-104.8725695,1031,33,0,0,"Denver, Colorado, US"
19057,Des Moines,Iowa,US,4/10/2020 22:54,40.92013,-91.18326592,3,0,0,0,"Des Moines, Iowa, US"
41017,Deschutes,Oregon,US,4/10/2020 22:54,43.91570,-121.2289121,50,0,0,0,"Deschutes, Oregon, US"
5041,Desha,Arkansas,US,4/10/2020 22:54,33.83011,-91.25500948,6,0,0,0,"Desha, Arkansas, US"
46039,Deuel,South Dakota,US,4/10/2020 22:54,44.75994,-96.66943645,1,0,0,0,"Deuel, South Dakota, US"
40043,Dewey,Oklahoma,US,4/10/2020 22:54,35.98773,-99.00730714,1,0,0,0,"Dewey, Oklahoma, US"
48125,Dickens,Texas,US,4/10/2020 22:54,33.61617,-100.7788855,1,0,0,0,"Dickens, Texas, US"
51051,Dickenson,Virginia,US,4/10/2020 22:54,37.12561,-82.35124171,0,0,0,0,"Dickenson, Virginia, US"
19059,Dickinson,Iowa,US,4/10/2020 22:54,43.37788,-95.1510206,1,0,0,0,"Dickinson, Iowa, US"
26043,Dickinson,Michigan,US,4/10/2020 22:54,46.01000,-87.86961634,3,1,0,0,"Dickinson, Michigan, US"
47043,Dickson,Tennessee,US,4/10/2020 22:54,36.14670,-87.35891709,29,0,0,0,"Dickson, Tennessee, US"
45033,Dillon,South Carolina,US,4/10/2020 22:54,34.39008,-79.37741872,5,0,0,0,"Dillon, South Carolina, US"
51053,Dinwiddie,Virginia,US,4/10/2020 22:54,37.07545,-77.63451754,3,0,0,0,"Dinwiddie, Virginia, US"
11001,District of Columbia,District of Columbia,US,4/10/2020 22:54,38.90418,-77.01655992,1660,38,0,0,"District of Columbia,District of Columbia,US"
38023,Divide,North Dakota,US,4/10/2020 22:54,48.81494,-103.4873611,1,0,0,0,"Divide, North Dakota, US"
12029,Dixie,Florida,US,4/10/2020 22:54,29.60631,-83.15724673,1,0,0,0,"Dixie, Florida, US"
13091,Dodge,Georgia,US,4/10/2020 22:54,32.17265,-83.16948926,9,0,0,0,"Dodge, Georgia, US"
27039,Dodge,Minnesota,US,4/10/2020 22:54,44.02238,-92.86244324,14,0,0,0,"Dodge, Minnesota, US"
31053,Dodge,Nebraska,US,4/10/2020 22:54,41.58072,-96.65598179,7,0,0,0,"Dodge, Nebraska, US"
55027,Dodge,Wisconsin,US,4/10/2020 22:54,43.41577,-88.70928178,18,0,0,0,"Dodge, Wisconsin, US"
35013,Dona Ana,New Mexico,US,4/10/2020 22:54,32.35276,-106.8329387,44,0,0,0,"Dona Ana,New Mexico,US"
20043,Doniphan,Kansas,US,4/10/2020 22:54,39.79067,-95.14056866,1,0,0,0,"Doniphan, Kansas, US"
48129,Donley,Texas,US,4/10/2020 22:54,34.96517,-100.8140093,21,0,0,0,"Donley, Texas, US"
13093,Dooly,Georgia,US,4/10/2020 22:54,32.15631,-83.79746561,35,1,0,0,"Dooly, Georgia, US"
55029,Door,Wisconsin,US,4/10/2020 22:54,44.95856,-87.30002707,8,0,0,0,"Door, Wisconsin, US"
24019,Dorchester,Maryland,US,4/10/2020 22:54,38.45414,-76.02752426,7,0,0,0,"Dorchester, Maryland, US"
45035,Dorchester,South Carolina,US,4/10/2020 22:54,33.07944,-80.40502652,65,0,0,0,"Dorchester, South Carolina, US"
13095,Dougherty,Georgia,US,4/10/2020 22:54,31.53329,-84.21722377,1062,67,0,0,"Dougherty, Georgia, US"
8035,Douglas,Colorado,US,4/10/2020 22:54,39.33134,-104.930001,270,8,0,0,"Douglas, Colorado, US"
13097,Douglas,Georgia,US,4/10/2020 22:54,33.70291,-84.77026156,142,5,0,0,"Douglas, Georgia, US"
17041,Douglas,Illinois,US,4/10/2020 22:54,39.76768,-88.21854195,11,0,0,0,"Douglas, Illinois, US"
20045,Douglas,Kansas,US,4/10/2020 22:54,38.88504,-95.2925121,38,0,0,0,"Douglas, Kansas, US"
27041,Douglas,Minnesota,US,4/10/2020 22:54,45.93348,-95.45335469,1,0,0,0,"Douglas, Minnesota, US"
31055,Douglas,Nebraska,US,4/10/2020 22:54,41.29518,-96.15085305,214,5,0,0,"Douglas, Nebraska, US"
32005,Douglas,Nevada,US,4/10/2020 22:54,38.91286,-119.6171333,9,0,0,0,"Douglas, Nevada, US"
41019,Douglas,Oregon,US,4/10/2020 22:54,43.27941,-123.167291,12,0,0,0,"Douglas, Oregon, US"
53017,Douglas,Washington,US,4/10/2020 22:54,47.73613,-119.692937,13,0,0,0,"Douglas, Washington, US"
55031,Douglas,Wisconsin,US,4/10/2020 22:54,46.43222,-91.91595768,7,0,0,0,"Douglas, Wisconsin, US"
5043,Drew,Arkansas,US,4/10/2020 22:54,33.59035,-91.71777921,5,0,0,0,"Drew, Arkansas, US"
17043,DuPage,Illinois,US,4/10/2020 22:54,41.85117,-88.08642662,1008,41,0,0,"DuPage, Illinois, US"
18037,Dubois,Indiana,US,4/10/2020 22:54,38.36598,-86.8792417,10,0,0,0,"Dubois, Indiana, US"
19061,Dubuque,Iowa,US,4/10/2020 22:54,42.46815,-90.88181925,32,1,0,0,"Dubuque, Iowa, US"
49013,Duchesne,Utah,US,4/10/2020 22:54,40.29772,-110.425237,3,0,0,0,"Duchesne, Utah, US"
,Dukes and Nantucket,Massachusetts,US,4/10/2020 22:54,41.40675,-70.68763497,21,1,0,0,"Dukes and Nantucket,Massachusetts,US"
29069,Dunklin,Missouri,US,4/10/2020 22:54,36.27167,-90.09122243,12,0,0,0,"Dunklin, Missouri, US"
38025,Dunn,North Dakota,US,4/10/2020 22:54,47.35424,-102.6160468,2,0,0,0,"Dunn, North Dakota, US"
55033,Dunn,Wisconsin,US,4/10/2020 22:54,44.94563,-91.8962481,8,0,0,0,"Dunn, Wisconsin, US"
37061,Duplin,North Carolina,US,4/10/2020 22:54,34.93450,-77.93140529,12,0,0,0,"Duplin, North Carolina, US"
37063,Durham,North Carolina,US,4/10/2020 22:54,36.03638,-78.87608331,259,1,0,0,"Durham, North Carolina, US"
36027,Dutchess,New York,US,4/10/2020 22:54,41.76486,-73.74356679,1598,10,0,0,"Dutchess, New York, US"
12031,Duval,Florida,US,4/10/2020 22:54,30.33226,-81.66976468,609,11,0,0,"Duval, Florida, US"
47045,Dyer,Tennessee,US,4/10/2020 22:54,36.05932,-89.41542855,15,0,0,0,"Dyer, Tennessee, US"
8037,Eagle,Colorado,US,4/10/2020 22:54,39.62754,-106.6933637,394,5,0,0,"Eagle, Colorado, US"
13099,Early,Georgia,US,4/10/2020 22:54,31.32155,-84.90255207,105,5,0,0,"Early, Georgia, US"
22033,East Baton Rouge,Louisiana,US,4/10/2020 22:54,30.53842,-91.09777565,1088,39,0,0,"East Baton Rouge, Louisiana, US"
22035,East Carroll,Louisiana,US,4/10/2020 22:54,32.73927,-91.23425694,1,0,0,0,"East Carroll, Louisiana, US"
22037,East Feliciana,Louisiana,US,4/10/2020 22:54,30.84425,-91.04976723,65,2,0,0,"East Feliciana, Louisiana, US"
48133,Eastland,Texas,US,4/10/2020 22:54,32.32744,-98.83243566,3,0,0,0,"Eastland, Texas, US"
26045,Eaton,Michigan,US,4/10/2020 22:54,42.59599,-84.83740035,69,4,0,0,"Eaton, Michigan, US"
55035,Eau Claire,Wisconsin,US,4/10/2020 22:54,44.72661,-91.28609183,21,0,0,0,"Eau Claire, Wisconsin, US"
13101,Echols,Georgia,US,4/10/2020 22:54,30.71101,-82.89687287,2,0,0,0,"Echols, Georgia, US"
48135,Ector,Texas,US,4/10/2020 22:54,31.86899,-102.5429428,39,1,0,0,"Ector, Texas, US"
35015,Eddy,New Mexico,US,4/10/2020 22:54,32.47167,-104.3053527,6,1,0,0,"Eddy, New Mexico, US"
38027,Eddy,North Dakota,US,4/10/2020 22:54,47.71701,-98.90432337,1,0,0,0,"Eddy, North Dakota, US"
37065,Edgecombe,North Carolina,US,4/10/2020 22:54,35.91231,-77.59436892,18,1,0,0,"Edgecombe, North Carolina, US"
45037,Edgefield,South Carolina,US,4/10/2020 22:54,33.77222,-81.96231108,10,0,0,0,"Edgefield, South Carolina, US"
21061,Edmonson,Kentucky,US,4/10/2020 22:54,37.21219,-86.23955613,5,0,0,0,"Edmonson, Kentucky, US"
13103,Effingham,Georgia,US,4/10/2020 22:54,32.36616,-81.34280942,19,1,0,0,"Effingham, Georgia, US"
17049,Effingham,Illinois,US,4/10/2020 22:54,39.05936,-88.58969584,3,1,0,0,"Effingham, Illinois, US"
6017,El Dorado,California,US,4/10/2020 22:54,38.77966,-120.5233166,30,0,0,0,"El Dorado, California, US"
8041,El Paso,Colorado,US,4/10/2020 22:54,38.83240,-104.5251411,534,30,0,0,"El Paso, Colorado, US"
48141,El Paso,Texas,US,4/10/2020 22:54,31.76981,-106.2363275,225,1,0,0,"El Paso, Texas, US"
8039,Elbert,Colorado,US,4/10/2020 22:54,39.28657,-104.1358721,10,1,0,0,"Elbert, Colorado, US"
13105,Elbert,Georgia,US,4/10/2020 22:54,34.11302,-82.83936148,3,0,0,0,"Elbert, Georgia, US"
42047,Elk,Pennsylvania,US,4/10/2020 22:54,41.42822,-78.64524744,2,0,0,0,"Elk, Pennsylvania, US"
18039,Elkhart,Indiana,US,4/10/2020 22:54,41.59761,-85.85875695,61,3,0,0,"Elkhart, Indiana, US"
32007,Elko,Nevada,US,4/10/2020 22:54,41.14532,-115.3577619,11,1,0,0,"Elko, Nevada, US"
20051,Ellis,Kansas,US,4/10/2020 22:54,38.91459,-99.31751551,1,0,0,0,"Ellis, Kansas, US"
48139,Ellis,Texas,US,4/10/2020 22:54,32.34894,-96.79371841,58,2,0,0,"Ellis, Texas, US"
1051,Elmore,Alabama,US,4/10/2020 22:54,32.59785,-86.14415284,29,0,0,0,"Elmore, Alabama, US"
16039,Elmore,Idaho,US,4/10/2020 22:54,43.35071,-115.4701578,16,0,0,0,"Elmore, Idaho, US"
13107,Emanuel,Georgia,US,4/10/2020 22:54,32.59221,-82.30239915,7,0,0,0,"Emanuel, Georgia, US"
49015,Emery,Utah,US,4/10/2020 22:54,38.99617,-110.7013958,2,0,0,0,"Emery, Utah, US"
26047,Emmet,Michigan,US,4/10/2020 22:54,45.52626,-84.89083249,17,2,0,0,"Emmet, Michigan, US"
38029,Emmons,North Dakota,US,4/10/2020 22:54,46.28398,-100.2389766,1,1,0,0,"Emmons, North Dakota, US"
51595,Emporia,Virginia,US,4/10/2020 22:54,36.69456,-77.53406129,5,0,0,0,"Emporia, Virginia, US"
48143,Erath,Texas,US,4/10/2020 22:54,32.23603,-98.21773417,13,1,0,0,"Erath, Texas, US"
36029,Erie,New York,US,4/10/2020 22:54,42.76249,-78.73063652,1498,53,0,0,"Erie, New York, US"
39043,Erie,Ohio,US,4/10/2020 22:54,41.36796,-82.62904521,10,1,0,0,"Erie, Ohio, US"
42049,Erie,Pennsylvania,US,4/10/2020 22:54,41.99254,-80.03301954,36,0,0,0,"Erie, Pennsylvania, US"
1053,Escambia,Alabama,US,4/10/2020 22:54,31.12568,-87.15918694,5,0,0,0,"Escambia, Alabama, US"
12033,Escambia,Florida,US,4/10/2020 22:54,30.67653,-87.37284571,197,3,0,0,"Escambia, Florida, US"
25009,Essex,Massachusetts,US,4/10/2020 22:54,42.66876,-70.94687179,2670,50,0,0,"Essex, Massachusetts, US"
34013,Essex,New Jersey,US,4/10/2020 22:54,40.78681,-74.24657979,6580,352,0,0,"Essex, New Jersey, US"
36031,Essex,New York,US,4/10/2020 22:54,44.11631,-73.77297842,10,0,0,0,"Essex, New York, US"
50009,Essex,Vermont,US,4/10/2020 22:54,44.72736,-71.73579864,1,0,0,0,"Essex, Vermont, US"
51057,Essex,Virginia,US,4/10/2020 22:54,37.93358,-76.94230311,0,0,0,0,"Essex, Virginia, US"
1055,Etowah,Alabama,US,4/10/2020 22:54,34.04567,-86.04051873,63,5,0,0,"Etowah, Alabama, US"
22039,Evangeline,Louisiana,US,4/10/2020 22:54,30.72985,-92.39915924,35,0,0,0,"Evangeline, Louisiana, US"
2090,Fairbanks North Star,Alaska,US,4/10/2020 22:54,64.80726,-146.5692662,76,1,0,0,"Fairbanks North Star, Alaska, US"
51059,Fairfax,Virginia,US,4/10/2020 22:54,38.83678,-77.27565836,777,19,0,0,"Fairfax, Virginia, US"
51600,Fairfax City,Virginia,US,4/10/2020 22:54,38.85158,-77.2977964,1,0,0,0,"Fairfax City, Virginia, US"
9001,Fairfield,Connecticut,US,4/10/2020 22:54,41.26810,-73.3881171,5180,203,0,0,"Fairfield, Connecticut, US"
39045,Fairfield,Ohio,US,4/10/2020 22:54,39.75107,-82.63088163,73,0,0,0,"Fairfield, Ohio, US"
45039,Fairfield,South Carolina,US,4/10/2020 22:54,34.39287,-81.1195624,18,0,0,0,"Fairfield, South Carolina, US"
46047,Fall River,South Dakota,US,4/10/2020 22:54,43.23929,-103.5275691,1,0,0,0,"Fall River, South Dakota, US"
48145,Falls,Texas,US,4/10/2020 22:54,31.25351,-96.93630086,1,0,0,0,"Falls, Texas, US"
51610,Falls Church,Virginia,US,4/10/2020 22:54,38.88485,-77.17560759,0,0,0,0,"Falls Church, Virginia, US"
13111,Fannin,Georgia,US,4/10/2020 22:54,34.86430,-84.316964,9,0,0,0,"Fannin, Georgia, US"
48147,Fannin,Texas,US,4/10/2020 22:54,33.59564,-96.10751083,5,0,0,0,"Fannin, Texas, US"
27043,Faribault,Minnesota,US,4/10/2020 22:54,43.67381,-93.94787458,4,0,0,0,"Faribault, Minnesota, US"
46049,Faulk,South Dakota,US,4/10/2020 22:54,45.07083,-99.14535601,1,0,0,0,"Faulk, South Dakota, US"
5045,Faulkner,Arkansas,US,4/10/2020 22:54,35.14719,-92.33717519,56,1,0,0,"Faulkner, Arkansas, US"
51061,Fauquier,Virginia,US,4/10/2020 22:54,38.73565,-77.80647472,23,0,0,0,"Fauquier, Virginia, US"
1057,Fayette,Alabama,US,4/10/2020 22:54,33.72077,-87.73886638,2,0,0,0,"Fayette, Alabama, US"
13113,Fayette,Georgia,US,4/10/2020 22:54,33.41358,-84.49089434,92,4,0,0,"Fayette, Georgia, US"
17051,Fayette,Illinois,US,4/10/2020 22:54,39.00072,-89.02452658,7,0,0,0,"Fayette, Illinois, US"
18041,Fayette,Indiana,US,4/10/2020 22:54,39.63685,-85.17797541,19,3,0,0,"Fayette, Indiana, US"
19065,Fayette,Iowa,US,4/10/2020 22:54,42.86272,-91.8441231,4,0,0,0,"Fayette, Iowa, US"
21067,Fayette,Kentucky,US,4/10/2020 22:54,38.03682,-84.45576892,148,8,0,0,"Fayette, Kentucky, US"
39047,Fayette,Ohio,US,4/10/2020 22:54,39.56021,-83.4562016,5,0,0,0,"Fayette, Ohio, US"
42051,Fayette,Pennsylvania,US,4/10/2020 22:54,39.92041,-79.64291195,49,1,0,0,"Fayette, Pennsylvania, US"
47047,Fayette,Tennessee,US,4/10/2020 22:54,35.19616,-89.41399032,28,0,0,0,"Fayette, Tennessee, US"
48149,Fayette,Texas,US,4/10/2020 22:54,29.87788,-96.92076062,9,0,0,0,"Fayette, Texas, US"
54019,Fayette,West Virginia,US,4/10/2020 22:54,38.02975,-81.08286634,3,0,0,0,"Fayette, West Virginia, US"
47049,Fentress,Tennessee,US,4/10/2020 22:54,36.38129,-84.92870012,2,0,0,0,"Fentress, Tennessee, US"
53019,Ferry,Washington,US,4/10/2020 22:54,48.47114,-118.5154041,1,0,0,0,"Ferry, Washington, US"
,Fillmore,Minnesota,US,4/10/2020 22:54,43.67394,-92.08980382,10,0,0,0,"Fillmore,Minnesota,US"
20055,Finney,Kansas,US,4/10/2020 22:54,38.04340,-100.7381938,12,0,0,0,"Finney, Kansas, US"
12035,Flagler,Florida,US,4/10/2020 22:54,29.45934,-81.31508595,44,1,0,0,"Flagler, Florida, US"
30029,Flathead,Montana,US,4/10/2020 22:54,48.29576,-114.0520569,34,0,0,0,"Flathead, Montana, US"
45041,Florence,South Carolina,US,4/10/2020 22:54,34.02362,-79.70189312,64,6,0,0,"Florence, South Carolina, US"
55037,Florence,Wisconsin,US,4/10/2020 22:54,45.84964,-88.39804137,2,0,0,0,"Florence, Wisconsin, US"
13115,Floyd,Georgia,US,4/10/2020 22:54,34.26268,-85.21577392,99,5,0,0,"Floyd, Georgia, US"
18043,Floyd,Indiana,US,4/10/2020 22:54,38.32118,-85.90385377,93,3,0,0,"Floyd, Indiana, US"
48153,Floyd,Texas,US,4/10/2020 22:54,34.07227,-101.3031546,1,0,0,0,"Floyd, Texas, US"
51063,Floyd,Virginia,US,4/10/2020 22:54,36.93021,-80.36738849,0,0,0,0,"Floyd, Virginia, US"
51065,Fluvanna,Virginia,US,4/10/2020 22:54,37.84158,-78.27715475,15,0,0,0,"Fluvanna, Virginia, US"
55039,Fond du Lac,Wisconsin,US,4/10/2020 22:54,43.75355,-88.48885325,52,2,0,0,"Fond du Lac, Wisconsin, US"
17053,Ford,Illinois,US,4/10/2020 22:54,40.59707,-88.22350769,4,1,0,0,"Ford, Illinois, US"
20057,Ford,Kansas,US,4/10/2020 22:54,37.69200,-99.88825298,2,0,0,0,"Ford, Kansas, US"
42053,Forest,Pennsylvania,US,4/10/2020 22:54,41.51095,-79.23229292,5,0,0,0,"Forest, Pennsylvania, US"
28035,Forrest,Mississippi,US,4/10/2020 22:54,31.18961,-89.25832496,76,2,0,0,"Forrest, Mississippi, US"
13117,Forsyth,Georgia,US,4/10/2020 22:54,34.22604,-84.1231513,113,2,0,0,"Forsyth, Georgia, US"
37067,Forsyth,North Carolina,US,4/10/2020 22:54,36.12860,-80.25459052,111,3,0,0,"Forsyth, North Carolina, US"
48157,Fort Bend,Texas,US,4/10/2020 22:54,29.52704,-95.77219463,485,10,0,0,"Fort Bend, Texas, US"
38031,Foster,North Dakota,US,4/10/2020 22:54,47.45711,-98.88279923,1,0,0,0,"Foster, North Dakota, US"
18045,Fountain,Indiana,US,4/10/2020 22:54,40.12362,-87.24217689,3,1,0,0,"Fountain, Indiana, US"
1059,Franklin,Alabama,US,4/10/2020 22:54,34.44235,-87.84289505,8,0,0,0,"Franklin, Alabama, US"
5047,Franklin,Arkansas,US,4/10/2020 22:54,35.51203,-93.89299569,1,0,0,0,"Franklin, Arkansas, US"
12037,Franklin,Florida,US,4/10/2020 22:54,29.83791,-84.82731662,2,0,0,0,"Franklin, Florida, US"
13119,Franklin,Georgia,US,4/10/2020 22:54,34.37526,-83.23159927,3,0,0,0,"Franklin, Georgia, US"
17055,Franklin,Illinois,US,4/10/2020 22:54,37.99189,-88.92567818,3,0,0,0,"Franklin, Illinois, US"
18047,Franklin,Indiana,US,4/10/2020 22:54,39.41425,-85.06062647,66,7,0,0,"Franklin, Indiana, US"
19069,Franklin,Iowa,US,4/10/2020 22:54,42.73270,-93.26256925,1,0,0,0,"Franklin, Iowa, US"
20059,Franklin,Kansas,US,4/10/2020 22:54,38.56444,-95.28644341,10,0,0,0,"Franklin, Kansas, US"
21073,Franklin,Kentucky,US,4/10/2020 22:54,38.23794,-84.87962551,10,0,0,0,"Franklin, Kentucky, US"
22041,Franklin,Louisiana,US,4/10/2020 22:54,32.13675,-91.67589857,40,1,0,0,"Franklin, Louisiana, US"
23007,Franklin,Maine,US,4/10/2020 22:54,44.97330,-70.44381045,7,0,0,0,"Franklin, Maine, US"
25011,Franklin,Massachusetts,US,4/10/2020 22:54,42.58120,-72.58602547,135,21,0,0,"Franklin, Massachusetts, US"
28037,Franklin,Mississippi,US,4/10/2020 22:54,31.47787,-90.89672989,9,0,0,0,"Franklin, Mississippi, US"
29071,Franklin,Missouri,US,4/10/2020 22:54,38.41127,-91.07522826,68,3,0,0,"Franklin, Missouri, US"
36033,Franklin,New York,US,4/10/2020 22:54,44.59041,-74.29926032,11,0,0,0,"Franklin, New York, US"
37069,Franklin,North Carolina,US,4/10/2020 22:54,36.08152,-78.28708884,33,1,0,0,"Franklin, North Carolina, US"
39049,Franklin,Ohio,US,4/10/2020 22:54,39.96996,-83.01115755,850,14,0,0,"Franklin, Ohio, US"
42055,Franklin,Pennsylvania,US,4/10/2020 22:54,39.92957,-77.72157791,57,0,0,0,"Franklin, Pennsylvania, US"
47051,Franklin,Tennessee,US,4/10/2020 22:54,35.15635,-86.09201039,17,1,0,0,"Franklin, Tennessee, US"
48159,Franklin,Texas,US,4/10/2020 22:54,33.17653,-95.21917243,1,0,0,0,"Franklin, Texas, US"
50011,Franklin,Vermont,US,4/10/2020 22:54,44.85628,-72.91249563,35,3,0,0,"Franklin, Vermont, US"
51067,Franklin,Virginia,US,4/10/2020 22:54,36.99536,-79.88023649,13,0,0,0,"Franklin, Virginia, US"
53021,Franklin,Washington,US,4/10/2020 22:54,46.53351,-118.9018212,97,2,0,0,"Franklin, Washington, US"
51620,Franklin City,Virginia,US,4/10/2020 22:54,36.68314,-76.93859681,6,0,0,0,"Franklin City, Virginia, US"
24021,Frederick,Maryland,US,4/10/2020 22:54,39.47297,-77.39999394,289,9,0,0,"Frederick, Maryland, US"
51069,Frederick,Virginia,US,4/10/2020 22:54,39.20173,-78.25974949,62,0,0,0,"Frederick, Virginia, US"
51630,Fredericksburg,Virginia,US,4/10/2020 22:54,38.29779,-77.4922454,10,0,0,0,"Fredericksburg, Virginia, US"
27047,Freeborn,Minnesota,US,4/10/2020 22:54,43.67386,-93.34884422,21,0,0,0,"Freeborn, Minnesota, US"
8043,Fremont,Colorado,US,4/10/2020 22:54,38.47362,-105.4399667,5,0,0,0,"Fremont, Colorado, US"
16043,Fremont,Idaho,US,4/10/2020 22:54,44.22801,-111.4809943,2,0,0,0,"Fremont, Idaho, US"
56013,Fremont,Wyoming,US,4/10/2020 22:54,43.04184,-108.6296893,38,0,0,0,"Fremont, Wyoming, US"
6019,Fresno,California,US,4/10/2020 22:54,36.75734,-119.6466953,173,3,0,0,"Fresno, California, US"
48163,Frio,Texas,US,4/10/2020 22:54,28.86751,-99.10804207,1,0,0,0,"Frio, Texas, US"
13121,Fulton,Georgia,US,4/10/2020 22:54,33.79217,-84.46319413,1364,48,0,0,"Fulton, Georgia, US"
17057,Fulton,Illinois,US,4/10/2020 22:54,40.47289,-90.20862357,2,0,0,0,"Fulton, Illinois, US"
18049,Fulton,Indiana,US,4/10/2020 22:54,41.04699,-86.26252745,3,0,0,0,"Fulton, Indiana, US"
36035,Fulton,New York,US,4/10/2020 22:54,43.11364,-74.41798804,18,0,0,0,"Fulton, New York, US"
39051,Fulton,Ohio,US,4/10/2020 22:54,41.60213,-84.12571393,5,0,0,0,"Fulton, Ohio, US"
42057,Fulton,Pennsylvania,US,4/10/2020 22:54,39.92914,-78.11163677,1,0,0,0,"Fulton, Pennsylvania, US"
12039,Gadsden,Florida,US,4/10/2020 22:54,30.57796,-84.61915825,14,0,0,0,"Gadsden, Florida, US"
31067,Gage,Nebraska,US,4/10/2020 22:54,40.26187,-96.68946704,24,1,0,0,"Gage, Nebraska, US"
48165,Gaines,Texas,US,4/10/2020 22:54,32.74055,-102.6353295,1,0,0,0,"Gaines, Texas, US"
51640,Galax,Virginia,US,4/10/2020 22:54,36.66602,-80.91703124,1,0,0,0,"Galax, Virginia, US"
17059,Gallatin,Illinois,US,4/10/2020 22:54,37.76431,-88.22953869,1,0,0,0,"Gallatin, Illinois, US"
30031,Gallatin,Montana,US,4/10/2020 22:54,45.54486,-111.1692571,134,0,0,0,"Gallatin, Montana, US"
39053,Gallia,Ohio,US,4/10/2020 22:54,38.82709,-82.31647569,4,1,0,0,"Gallia, Ohio, US"
48167,Galveston,Texas,US,4/10/2020 22:54,29.40167,-94.90469073,308,7,0,0,"Galveston, Texas, US"
8045,Garfield,Colorado,US,4/10/2020 22:54,39.59922,-107.902708,50,1,0,0,"Garfield, Colorado, US"
40047,Garfield,Oklahoma,US,4/10/2020 22:54,36.37913,-97.78265517,5,1,0,0,"Garfield, Oklahoma, US"
49017,Garfield,Utah,US,4/10/2020 22:54,37.85447,-111.4418764,1,0,0,0,"Garfield, Utah, US"
5051,Garland,Arkansas,US,4/10/2020 22:54,34.57692,-93.14921604,66,0,0,0,"Garland, Arkansas, US"
24023,Garrett,Maryland,US,4/10/2020 22:54,39.52786,-79.27355126,4,0,0,0,"Garrett, Maryland, US"
40049,Garvin,Oklahoma,US,4/10/2020 22:54,34.70418,-97.30811132,11,0,0,0,"Garvin, Oklahoma, US"
29073,Gasconade,Missouri,US,4/10/2020 22:54,38.43947,-91.50847147,2,0,0,0,"Gasconade, Missouri, US"
37071,Gaston,North Carolina,US,4/10/2020 22:54,35.29374,-81.17477045,73,3,0,0,"Gaston, North Carolina, US"
37073,Gates,North Carolina,US,4/10/2020 22:54,36.44668,-76.69749701,4,0,0,0,"Gates, North Carolina, US"
20061,Geary,Kansas,US,4/10/2020 22:54,38.99871,-96.7577178,5,0,0,0,"Geary, Kansas, US"
39055,Geauga,Ohio,US,4/10/2020 22:54,41.49952,-81.17935342,49,1,0,0,"Geauga, Ohio, US"
16045,Gem,Idaho,US,4/10/2020 22:54,44.06482,-116.398376,8,0,0,0,"Gem, Idaho, US"
26049,Genesee,Michigan,US,4/10/2020 22:54,43.02244,-83.70589709,828,57,0,0,"Genesee, Michigan, US"
36037,Genesee,New York,US,4/10/2020 22:54,43.00226,-78.19135193,65,1,0,0,"Genesee, New York, US"
29075,Gentry,Missouri,US,4/10/2020 22:54,40.21098,-94.40944419,1,0,0,0,"Gentry, Missouri, US"
28039,George,Mississippi,US,4/10/2020 22:54,30.86259,-88.64436789,7,0,0,0,"George, Mississippi, US"
45043,Georgetown,South Carolina,US,4/10/2020 22:54,33.43443,-79.33202141,28,1,0,0,"Georgetown, South Carolina, US"
18051,Gibson,Indiana,US,4/10/2020 22:54,38.30394,-87.58054938,4,0,0,0,"Gibson, Indiana, US"
47053,Gibson,Tennessee,US,4/10/2020 22:54,35.99438,-88.93358327,18,0,0,0,"Gibson, Tennessee, US"
4007,Gila,Arizona,US,4/10/2020 22:54,33.80190,-110.8132779,3,0,0,0,"Gila, Arizona, US"
12041,Gilchrist,Florida,US,4/10/2020 22:54,29.72857,-82.79880657,4,0,0,0,"Gilchrist, Florida, US"
47055,Giles,Tennessee,US,4/10/2020 22:54,35.20222,-87.03992678,3,0,0,0,"Giles, Tennessee, US"
51071,Giles,Virginia,US,4/10/2020 22:54,37.31235,-80.70636931,2,0,0,0,"Giles, Virginia, US"
48171,Gillespie,Texas,US,4/10/2020 22:54,30.31824,-98.94676915,1,0,0,0,"Gillespie, Texas, US"
13123,Gilmer,Georgia,US,4/10/2020 22:54,34.69317,-84.45802506,4,0,0,0,"Gilmer, Georgia, US"
8047,Gilpin,Colorado,US,4/10/2020 22:54,39.85647,-105.5252597,1,0,0,0,"Gilpin, Colorado, US"
